,Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
2273,DISCA,Discovery Communications Inc,1130,447000,M,1,B,32.63,0
2274,DISCK,Discovery Communications Inc,3131,650000,M,3,B,27.41,0
2275,DISH,DISH Network Corp,2232,266000,M,2,S,61.54,50
2276,DLTR,Dollar Tree Inc,3133,924000,M,3,B,76.5,0
2277,EA,Electronic Arts,3234,236000,M,3,S,83.34,0
2278,EBAY,eBay Inc,2135,913000,M,2,B,28.22,0
2279,ESRX,Express Scripts Holding Co,2136,675000,M,2,B,69.05,0
2280,EXPE,Expedia Inc,3237,849000,M,3,S,121.06,0
2281,FAST,Fastenal Co,3138,495000,M,3,B,49.71,100
2282,FB,Facebook,2139,687000,M,2,B,133.38,100
2283,FISV,Fiserv Inc,1140,825000,M,1,B,105.36,0
2284,FOX,21st Century Fox Class B,2141,403000,M,2,B,31.44,0
2285,FOXA,21st Century Fox Class A,2242,627000,M,2,S,31.87,0
2286,GILD,Gilead Sciences Inc,3143,113000,M,3,B,72.78,50
2287,GOOG,Alphabet Class C,2144,716000,M,2,B,795.81,100
2288,GOOGL,Alphabet Class A,3245,885000,M,3,S,815.1,0
2289,HSIC,Henry Schein Inc,1146,182000,M,1,B,159.88,100
2290,ILMN,Illumina Inc,2247,181000,M,2,S,163.86,50
2291,INCY,Incyte Corp,2248,898000,M,2,S,124.61,0
2292,INTC,Intel Corp,2249,276000,M,2,S,36.31,50
2293,INTU,Intuit Inc,3150,767000,M,3,B,124.73,0
2294,ISRG,Intuitive Surgical Inc,1251,730000,M,1,S,697.33,0
2295,AAL,American Airlines Group Inc,1201,156000,M,1,S,40.69,0
2296,AAPL,Apple Inc,1102,694000,M,1,B,129.01,0
2297,ADBE,Adobe Systems Inc,2103,672000,M,2,B,113.38,50
2298,ADI,Analog Devices Inc,1104,944000,M,1,B,76.3,100
2299,ADP,Automatic Data Processing Inc,3205,864000,M,3,S,95.39,0
2300,ADSK,Autodesk Inc,3206,396000,M,3,S,81.13,0
2301,AKAM,Akamai Technologies Inc,3107,367000,M,3,B,68.97,0
2302,ALXN,Alexion Pharmaceuticals Inc,2108,795000,M,2,B,132.33,0
2303,AMAT,Applied Materials Inc,3109,611000,M,3,B,35.04,0
2304,AMGN,Amgen Inc,3210,990000,M,3,S,159.66,0
2305,AMZN,Amazon.com Inc,1211,455000,M,1,S,832.22,0
2306,ATVI,Activision Blizzard Inc,1112,482000,M,1,B,40.48,0
2307,AVGO,Broadcom Ltd,1213,617000,M,1,S,208.75,100
2308,BBBY,Bed Bath & Beyond Inc,3114,906000,M,3,B,40.93,0
2309,BIDU,Baidu Inc,1115,853000,M,1,B,173.87,0
2310,BIIB,Biogen Inc,3116,380000,M,3,B,285.4,0
2311,BMRN,Biomarin Pharmaceutical Inc,2217,450000,M,2,S,89.08,0
2312,CA,CA Inc,1218,117000,M,1,S,34.61,100
2313,CELG,Celgene Corp,3119,220000,M,3,B,117.25,0
2314,CERN,Cerner Corp,2220,127000,M,2,S,53.97,0
2315,CHKP,Check Point Software Technologies Ltd,1121,871000,M,1,B,98.1,0
2316,CHTR,Charter Communications Inc,2222,291000,M,2,S,326.96,50
2317,CMCSA,Comcast Corp,2123,657000,M,2,B,75.75,0
2318,COST,Costco Wholesale Corp,1124,624000,M,1,B,161.95,0
2319,CSCO,Cisco Systems Inc,2125,942000,M,2,B,30.75,0
2320,CSX,CSX Corp,1226,668000,M,1,S,42.98,0
2321,CTRP,Ctrip.Com International Ltd,3127,280000,M,3,B,43.09,0
2322,CTSH,Cognizant Technology Solutions Corp,2228,133000,M,2,S,52.79,0
2323,CTXS,Citrix Systems Inc,2229,819000,M,2,S,64.54,0
2324,DISCA,Discovery Communications Inc,1230,228000,M,1,S,28.25,0
2325,DISCK,Discovery Communications Inc,2131,687000,M,2,B,27.38,0
2326,DISH,DISH Network Corp,3132,175000,M,3,B,66.42,0
2327,DLTR,Dollar Tree Inc,2133,318000,M,2,B,76.51,0
2328,EA,Electronic Arts,1134,479000,M,1,B,83.22,100
2329,EBAY,eBay Inc,1135,494000,M,1,B,32.23,0
2330,ESRX,Express Scripts Holding Co,1236,390000,M,1,S,69.21,0
2331,EXPE,Expedia Inc,1137,289000,M,1,B,120.88,0
2332,FAST,Fastenal Co,3138,342000,M,3,B,55.74,0
2333,FB,Facebook,1139,213000,M,1,B,133.41,50
2334,FISV,Fiserv Inc,3140,250000,M,3,B,105.36,0
2335,FOX,21st Century Fox Class B,2141,660000,M,2,B,31.44,100
2336,FOXA,21st Century Fox Class A,1142,212000,M,1,B,31.92,0
2337,GILD,Gilead Sciences Inc,2243,767000,M,2,S,75.88,0
2338,GOOG,Alphabet Class C,2144,625000,M,2,B,789.79,0
2339,GOOGL,Alphabet Class A,2245,157000,M,2,S,815.2,0
2340,HSIC,Henry Schein Inc,2246,918000,M,2,S,160.95,50
2341,ILMN,Illumina Inc,2247,377000,M,2,S,162.98,100
2342,INCY,Incyte Corp,3148,707000,M,3,B,124.47,0
2343,INTC,Intel Corp,3149,537000,M,3,B,33.77,0
2344,INTU,Intuit Inc,3250,562000,M,3,S,117.89,50
2345,ISRG,Intuitive Surgical Inc,2151,712000,M,2,B,697.25,0
2346,AAL,American Airlines Group Inc,2101,938000,M,2,B,44.13,0
2347,AAPL,Apple Inc,2202,216000,M,2,S,129.11,0
2348,ADBE,Adobe Systems Inc,1103,224000,M,1,B,109.88,50
2349,ADI,Analog Devices Inc,3104,918000,M,3,B,73.32,50
2350,ADP,Automatic Data Processing Inc,1205,662000,M,1,S,95.34,0
2351,ADSK,Autodesk Inc,2206,305000,M,2,S,81.18,0
2352,AKAM,Akamai Technologies Inc,2107,204000,M,2,B,68.96,0
2353,ALXN,Alexion Pharmaceuticals Inc,3108,526000,M,3,B,132.35,50
2354,AMAT,Applied Materials Inc,3209,469000,M,3,S,35.23,50
2355,AMGN,Amgen Inc,3110,144000,M,3,B,159.52,0
2356,AMZN,Amazon.com Inc,3211,748000,M,3,S,832.36,0
2357,ATVI,Activision Blizzard Inc,3212,334000,M,3,S,40.66,0
2358,AVGO,Broadcom Ltd,3113,561000,M,3,B,213.7,0
2359,BBBY,Bed Bath & Beyond Inc,1214,887000,M,1,S,40.05,0
2360,BIDU,Baidu Inc,3215,806000,M,3,S,173.94,0
2361,BIIB,Biogen Inc,2216,798000,M,2,S,281.98,0
2362,BMRN,Biomarin Pharmaceutical Inc,1117,663000,M,1,B,88.93,0
2363,CA,CA Inc,2218,915000,M,2,S,38.25,0
2364,CELG,Celgene Corp,2119,670000,M,2,B,117.25,100
2365,CERN,Cerner Corp,3120,793000,M,3,B,53.92,50
2366,CHKP,Check Point Software Technologies Ltd,3121,700000,M,3,B,98.14,0
2367,CHTR,Charter Communications Inc,2222,156000,M,2,S,322.0,0
2368,CMCSA,Comcast Corp,3223,650000,M,3,S,75.85,100
2369,COST,Costco Wholesale Corp,2124,590000,M,2,B,161.91,0
2370,CSCO,Cisco Systems Inc,2125,746000,M,2,B,30.77,50
2371,CSX,CSX Corp,3226,500000,M,3,S,47.51,0
2372,CTRP,Ctrip.Com International Ltd,2227,826000,M,2,S,43.16,0
2373,CTSH,Cognizant Technology Solutions Corp,1128,484000,M,1,B,52.67,50
2374,CTXS,Citrix Systems Inc,2129,129000,M,2,B,71.34,0
2375,DISCA,Discovery Communications Inc,2130,522000,M,2,B,28.05,0
2376,DISCK,Discovery Communications Inc,1131,609000,M,1,B,27.43,0
2377,DISH,DISH Network Corp,3132,907000,M,3,B,61.39,0
2378,DLTR,Dollar Tree Inc,1233,603000,M,1,S,76.68,0
2379,EA,Electronic Arts,2234,392000,M,2,S,86.17,50
2380,EBAY,eBay Inc,2235,663000,M,2,S,32.46,0
2381,ESRX,Express Scripts Holding Co,3136,583000,M,3,B,69.05,0
2382,EXPE,Expedia Inc,2237,295000,M,2,S,121.0,0
2383,FAST,Fastenal Co,2138,460000,M,2,B,49.79,0
2384,FB,Facebook,2239,1000000,M,2,S,133.52,100
2385,FISV,Fiserv Inc,3140,773000,M,3,B,105.39,0
2386,FOX,21st Century Fox Class B,2141,805000,M,2,B,24.39,0
2387,FOXA,21st Century Fox Class A,3142,618000,M,3,B,31.91,0
2388,GILD,Gilead Sciences Inc,2243,694000,M,2,S,72.87,100
2389,GOOG,Alphabet Class C,1244,889000,M,1,S,795.94,0
2390,GOOGL,Alphabet Class A,3245,337000,M,3,S,815.18,100
2391,HSIC,Henry Schein Inc,3146,333000,M,3,B,160.38,100
2392,ILMN,Illumina Inc,3247,288000,M,3,S,164.0,0
2393,INCY,Incyte Corp,3148,276000,M,3,B,124.42,0
2394,INTC,Intel Corp,2249,635000,M,2,S,36.42,0
2395,INTU,Intuit Inc,3250,236000,M,3,S,121.42,0
2396,ISRG,Intuitive Surgical Inc,1151,199000,M,1,B,697.28,0
2397,AAL,American Airlines Group Inc,2201,994000,M,2,S,44.17,50
2398,AAPL,Apple Inc,1202,979000,M,1,S,129.06,0
2399,ADBE,Adobe Systems Inc,3103,172000,M,3,B,109.93,50
2400,ADI,Analog Devices Inc,2204,733000,M,2,S,74.84,0
2401,ADP,Automatic Data Processing Inc,1105,644000,M,1,B,95.29,50
2402,ADSK,Autodesk Inc,3206,846000,M,3,S,81.11,50
2403,AKAM,Akamai Technologies Inc,3207,922000,M,3,S,68.98,0
2404,ALXN,Alexion Pharmaceuticals Inc,3208,365000,M,3,S,136.9,0
2405,AMAT,Applied Materials Inc,2209,499000,M,2,S,31.77,0
2406,AMGN,Amgen Inc,1110,461000,M,1,B,159.54,0
2407,AMZN,Amazon.com Inc,2211,578000,M,2,S,832.38,0
2408,ATVI,Activision Blizzard Inc,2112,219000,M,2,B,40.44,50
2409,AVGO,Broadcom Ltd,3213,583000,M,3,S,203.73,0
2410,BBBY,Bed Bath & Beyond Inc,2214,837000,M,2,S,40.1,100
2411,BIDU,Baidu Inc,1215,151000,M,1,S,173.91,0
2412,BIIB,Biogen Inc,2216,729000,M,2,S,282.03,0
2413,BMRN,Biomarin Pharmaceutical Inc,1217,540000,M,1,S,88.95,0
2414,CA,CA Inc,2218,738000,M,2,S,31.09,0
2415,CELG,Celgene Corp,1119,741000,M,1,B,121.21,0
2416,CERN,Cerner Corp,3120,948000,M,3,B,57.96,0
2417,CHKP,Check Point Software Technologies Ltd,3221,907000,M,3,S,98.18,0
2418,CHTR,Charter Communications Inc,2122,609000,M,2,B,326.95,0
2419,CMCSA,Comcast Corp,3223,414000,M,3,S,81.85,0
2420,COST,Costco Wholesale Corp,2224,281000,M,2,S,161.88,0
2421,CSCO,Cisco Systems Inc,2125,633000,M,2,B,34.26,0
2422,CSX,CSX Corp,1126,880000,M,1,B,47.47,100
2423,CTRP,Ctrip.Com International Ltd,1227,386000,M,1,S,43.24,0
2424,CTSH,Cognizant Technology Solutions Corp,1128,799000,M,1,B,49.13,0
2425,CTXS,Citrix Systems Inc,1129,883000,M,1,B,71.37,50
2426,DISCA,Discovery Communications Inc,1130,205000,M,1,B,28.05,0
2427,DISCK,Discovery Communications Inc,1131,337000,M,1,B,27.4,0
2428,DISH,DISH Network Corp,2132,463000,M,2,B,61.39,0
2429,DLTR,Dollar Tree Inc,2233,988000,M,2,S,76.57,0
2430,EA,Electronic Arts,3134,772000,M,3,B,84.66,0
2431,EBAY,eBay Inc,1135,549000,M,1,B,32.29,0
2432,ESRX,Express Scripts Holding Co,2136,490000,M,2,B,69.06,0
2433,EXPE,Expedia Inc,3137,681000,M,3,B,120.92,0
2434,FAST,Fastenal Co,3138,508000,M,3,B,49.83,0
2435,FB,Facebook,3239,451000,M,3,S,133.64,100
2436,FISV,Fiserv Inc,2140,515000,M,2,B,105.39,50
2437,FOX,21st Century Fox Class B,1141,921000,M,1,B,31.34,0
2438,FOXA,21st Century Fox Class A,3242,975000,M,3,S,31.97,0
2439,GILD,Gilead Sciences Inc,3243,773000,M,3,S,78.8,0
2440,GOOG,Alphabet Class C,1144,642000,M,1,B,795.79,100
2441,GOOGL,Alphabet Class A,2145,547000,M,2,B,816.13,0
2442,HSIC,Henry Schein Inc,3246,512000,M,3,S,161.03,50
2443,ILMN,Illumina Inc,1247,305000,M,1,S,162.04,100
2444,INCY,Incyte Corp,3148,444000,M,3,B,124.43,0
2445,INTC,Intel Corp,2249,830000,M,2,S,36.37,0
2446,INTU,Intuit Inc,3250,216000,M,3,S,117.75,0
2447,ISRG,Intuitive Surgical Inc,3251,953000,M,3,S,697.43,0
2448,AAL,American Airlines Group Inc,1101,953000,M,1,B,40.7,0
2449,AAPL,Apple Inc,3202,663000,M,3,S,129.09,0
2450,ADBE,Adobe Systems Inc,2103,710000,M,2,B,109.96,0
2451,ADI,Analog Devices Inc,2104,796000,M,2,B,76.38,0
2452,ADP,Automatic Data Processing Inc,3205,813000,M,3,S,99.81,100
2453,ADSK,Autodesk Inc,3206,268000,M,3,S,81.18,0
2454,AKAM,Akamai Technologies Inc,1207,451000,M,1,S,68.95,0
2455,ALXN,Alexion Pharmaceuticals Inc,2208,702000,M,2,S,132.41,0
2456,AMAT,Applied Materials Inc,1109,849000,M,1,B,35.05,0
2457,AMGN,Amgen Inc,2210,446000,M,2,S,159.6,0
2458,AMZN,Amazon.com Inc,2111,109000,M,2,B,832.26,0
2459,ATVI,Activision Blizzard Inc,3112,159000,M,3,B,35.94,0
2460,AVGO,Broadcom Ltd,1113,574000,M,1,B,203.68,0
2461,BBBY,Bed Bath & Beyond Inc,3114,429000,M,3,B,41.91,0
2462,BIDU,Baidu Inc,3215,786000,M,3,S,173.95,0
2463,BIIB,Biogen Inc,3116,802000,M,3,B,281.86,100
2464,BMRN,Biomarin Pharmaceutical Inc,3117,484000,M,3,B,88.93,100
2465,CA,CA Inc,3118,446000,M,3,B,31.1,0
2466,CELG,Celgene Corp,1119,355000,M,1,B,117.18,0
2467,CERN,Cerner Corp,1220,940000,M,1,S,54.07,50
2468,CHKP,Check Point Software Technologies Ltd,1221,643000,M,1,S,98.23,100
2469,CHTR,Charter Communications Inc,2122,621000,M,2,B,326.92,0
2470,CMCSA,Comcast Corp,2223,260000,M,2,S,75.85,0
2471,COST,Costco Wholesale Corp,1224,268000,M,1,S,161.9,50
2472,CSCO,Cisco Systems Inc,2225,249000,M,2,S,30.87,50
2473,CSX,CSX Corp,3226,164000,M,3,S,38.47,0
2474,CTRP,Ctrip.Com International Ltd,3227,619000,M,3,S,43.22,0
2475,CTSH,Cognizant Technology Solutions Corp,1128,260000,M,1,B,52.63,0
2476,CTXS,Citrix Systems Inc,1129,167000,M,1,B,67.88,0
2477,DISCA,Discovery Communications Inc,3230,937000,M,3,S,28.1,0
2478,DISCK,Discovery Communications Inc,1131,456000,M,1,B,27.4,0
2479,DISH,DISH Network Corp,3132,640000,M,3,B,61.41,0
2480,DLTR,Dollar Tree Inc,3233,499000,M,3,S,76.65,0
2481,EA,Electronic Arts,1134,394000,M,1,B,83.11,100
2482,EBAY,eBay Inc,1135,227000,M,1,B,32.34,0
2483,ESRX,Express Scripts Holding Co,3236,785000,M,3,S,69.23,0
2484,EXPE,Expedia Inc,2237,382000,M,2,S,121.04,0
2485,FAST,Fastenal Co,1138,210000,M,1,B,49.87,0
2486,FB,Facebook,1239,586000,M,1,S,133.61,0
2487,FISV,Fiserv Inc,3240,761000,M,3,S,102.44,0
2488,FOX,21st Century Fox Class B,3141,122000,M,3,B,31.39,0
2489,FOXA,21st Century Fox Class A,2142,648000,M,2,B,31.89,100
2490,GILD,Gilead Sciences Inc,2143,685000,M,2,B,72.71,0
2491,GOOG,Alphabet Class C,1244,699000,M,1,S,789.8,0
2492,GOOGL,Alphabet Class A,1145,651000,M,1,B,815.13,50
2493,HSIC,Henry Schein Inc,2146,102000,M,2,B,160.35,0
2494,ILMN,Illumina Inc,3147,694000,M,3,B,163.91,50
2495,INCY,Incyte Corp,3148,318000,M,3,B,124.38,0
2496,INTC,Intel Corp,3149,832000,M,3,B,36.2,0
2497,INTU,Intuit Inc,3250,408000,M,3,S,117.84,50
2498,ISRG,Intuitive Surgical Inc,2251,896000,M,2,S,697.33,0
2499,AAL,American Airlines Group Inc,3201,448000,M,3,S,44.27,0
2500,AAPL,Apple Inc,2202,608000,M,2,S,129.0,0
2501,ADBE,Adobe Systems Inc,1203,256000,M,1,S,113.63,50
2502,ADI,Analog Devices Inc,1204,463000,M,1,S,76.39,0
2503,ADP,Automatic Data Processing Inc,1105,727000,M,1,B,104.32,100
2504,ADSK,Autodesk Inc,1206,430000,M,1,S,81.31,50
2505,AKAM,Akamai Technologies Inc,2107,251000,M,2,B,68.88,50
2506,ALXN,Alexion Pharmaceuticals Inc,3208,946000,M,3,S,132.47,0
2507,AMAT,Applied Materials Inc,3109,444000,M,3,B,35.01,0
2508,AMGN,Amgen Inc,3210,747000,M,3,S,159.61,0
2509,AMZN,Amazon.com Inc,3111,423000,M,3,B,832.29,0
2510,ATVI,Activision Blizzard Inc,1112,121000,M,1,B,40.39,50
2511,AVGO,Broadcom Ltd,2213,742000,M,2,S,203.89,0
2512,BBBY,Bed Bath & Beyond Inc,3214,973000,M,3,S,39.98,100
2513,BIDU,Baidu Inc,3115,612000,M,3,B,173.87,0
2514,BIIB,Biogen Inc,2216,287000,M,2,S,288.89,0
2515,BMRN,Biomarin Pharmaceutical Inc,1117,868000,M,1,B,88.95,50
2516,CA,CA Inc,2118,359000,M,2,B,31.07,0
2517,CELG,Celgene Corp,3119,175000,M,3,B,117.22,0
2518,CERN,Cerner Corp,2120,600000,M,2,B,57.93,100
2519,CHKP,Check Point Software Technologies Ltd,2221,572000,M,2,S,101.13,0
2520,CHTR,Charter Communications Inc,3122,775000,M,3,B,326.89,50
2521,CMCSA,Comcast Corp,1223,821000,M,1,S,75.86,50
2522,COST,Costco Wholesale Corp,2224,792000,M,2,S,165.51,0
2523,CSCO,Cisco Systems Inc,3225,632000,M,3,S,34.38,0
2524,CSX,CSX Corp,2226,955000,M,2,S,47.62,0
2525,CTRP,Ctrip.Com International Ltd,2127,323000,M,2,B,43.04,0
2526,CTSH,Cognizant Technology Solutions Corp,1128,632000,M,1,B,52.68,0
2527,CTXS,Citrix Systems Inc,1229,404000,M,1,S,71.41,0
2528,DISCA,Discovery Communications Inc,2130,878000,M,2,B,28.06,50
2529,DISCK,Discovery Communications Inc,1131,148000,M,1,B,27.37,0
2530,DISH,DISH Network Corp,1132,484000,M,1,B,61.37,0
2531,DLTR,Dollar Tree Inc,3133,269000,M,3,B,76.55,0
2532,EA,Electronic Arts,1234,711000,M,1,S,86.25,50
2533,EBAY,eBay Inc,1235,567000,M,1,S,32.48,0
2534,ESRX,Express Scripts Holding Co,3136,895000,M,3,B,69.04,0
2535,EXPE,Expedia Inc,1237,546000,M,1,S,120.99,50
2536,FAST,Fastenal Co,2138,979000,M,2,B,49.88,0
2537,FB,Facebook,3139,145000,M,3,B,133.43,100
2538,FISV,Fiserv Inc,3140,268000,M,3,B,105.4,0
2539,FOX,21st Century Fox Class B,3141,927000,M,3,B,31.39,0
2540,FOXA,21st Century Fox Class A,2242,116000,M,2,S,24.1,0
2541,GILD,Gilead Sciences Inc,3243,312000,M,3,S,72.76,0
2542,GOOG,Alphabet Class C,2144,731000,M,2,B,795.78,100
2543,GOOGL,Alphabet Class A,3245,316000,M,3,S,815.74,100
2544,HSIC,Henry Schein Inc,1246,764000,M,1,S,159.99,50
2545,ILMN,Illumina Inc,1147,827000,M,1,B,162.9,100
2546,INCY,Incyte Corp,3148,228000,M,3,B,124.34,100
2547,INTC,Intel Corp,3249,475000,M,3,S,36.2,0
2548,INTU,Intuit Inc,1150,876000,M,1,B,121.17,0
2549,ISRG,Intuitive Surgical Inc,2151,893000,M,2,B,697.27,0
2550,AAL,American Airlines Group Inc,2201,908000,M,2,S,44.26,100
2551,AAPL,Apple Inc,2202,286000,M,2,S,129.15,100
2552,ADBE,Adobe Systems Inc,2103,887000,M,2,B,109.94,0
2553,ADI,Analog Devices Inc,3104,207000,M,3,B,76.34,0
2554,ADP,Automatic Data Processing Inc,2205,809000,M,2,S,104.51,50
2555,ADSK,Autodesk Inc,3106,634000,M,3,B,81.16,0
2556,AKAM,Akamai Technologies Inc,3107,756000,M,3,B,71.85,100
2557,ALXN,Alexion Pharmaceuticals Inc,3208,567000,M,3,S,132.44,100
2558,AMAT,Applied Materials Inc,3109,504000,M,3,B,34.99,0
2559,AMGN,Amgen Inc,3210,513000,M,3,S,159.62,100
2560,AMZN,Amazon.com Inc,3211,888000,M,3,S,832.3,0
2561,ATVI,Activision Blizzard Inc,3112,211000,M,3,B,35.92,0
2562,AVGO,Broadcom Ltd,1113,667000,M,1,B,203.78,0
2563,BBBY,Bed Bath & Beyond Inc,2214,935000,M,2,S,42.04,0
2564,BIDU,Baidu Inc,1215,573000,M,1,S,173.85,0
2565,BIIB,Biogen Inc,3216,184000,M,3,S,282.05,50
2566,BMRN,Biomarin Pharmaceutical Inc,2117,196000,M,2,B,88.93,50
2567,CA,CA Inc,3218,854000,M,3,S,31.15,0
2568,CELG,Celgene Corp,2219,554000,M,2,S,117.33,0
2569,CERN,Cerner Corp,2220,994000,M,2,S,62.11,50
2570,CHKP,Check Point Software Technologies Ltd,1221,452000,M,1,S,98.18,0
2571,CHTR,Charter Communications Inc,3222,819000,M,3,S,322.05,50
2572,CMCSA,Comcast Corp,2223,782000,M,2,S,78.88,0
2573,COST,Costco Wholesale Corp,1224,818000,M,1,S,161.97,0
2574,CSCO,Cisco Systems Inc,2225,352000,M,2,S,30.93,0
2575,CSX,CSX Corp,1226,955000,M,1,S,47.5,50
2576,CTRP,Ctrip.Com International Ltd,1127,387000,M,1,B,43.07,0
2577,CTSH,Cognizant Technology Solutions Corp,2228,839000,M,2,S,52.91,0
2578,CTXS,Citrix Systems Inc,1129,425000,M,1,B,71.4,0
2579,DISCA,Discovery Communications Inc,3230,495000,M,3,S,32.61,0
2580,DISCK,Discovery Communications Inc,3131,916000,M,3,B,27.42,0
2581,DISH,DISH Network Corp,1132,540000,M,1,B,61.34,0
2582,DLTR,Dollar Tree Inc,2233,757000,M,2,S,76.58,0
2583,EA,Electronic Arts,3134,791000,M,3,B,84.63,0
2584,EBAY,eBay Inc,3135,948000,M,3,B,32.34,0
2585,ESRX,Express Scripts Holding Co,3236,632000,M,3,S,69.13,0
2586,EXPE,Expedia Inc,2237,677000,M,2,S,118.05,50
2587,FAST,Fastenal Co,3138,381000,M,3,B,49.85,0
2588,FB,Facebook,3239,816000,M,3,S,133.43,50
2589,FISV,Fiserv Inc,3240,968000,M,3,S,105.47,0
2590,FOX,21st Century Fox Class B,3141,795000,M,3,B,31.37,0
2591,FOXA,21st Century Fox Class A,3242,262000,M,3,S,32.13,0
2592,GILD,Gilead Sciences Inc,3243,726000,M,3,S,72.69,0
2593,GOOG,Alphabet Class C,2144,359000,M,2,B,789.77,0
2594,GOOGL,Alphabet Class A,2145,523000,M,2,B,816.16,0
2595,HSIC,Henry Schein Inc,2246,709000,M,2,S,160.41,0
2596,ILMN,Illumina Inc,3147,127000,M,3,B,163.91,0
2597,INCY,Incyte Corp,2248,987000,M,2,S,134.44,0
2598,INTC,Intel Corp,2249,648000,M,2,S,36.32,0
2599,INTU,Intuit Inc,1250,945000,M,1,S,117.83,100
2600,ISRG,Intuitive Surgical Inc,3151,741000,M,3,B,697.23,100
2601,AAL,American Airlines Group Inc,3201,186000,M,3,S,37.22,0
2602,AAPL,Apple Inc,1102,804000,M,1,B,120.99,0
2603,ADBE,Adobe Systems Inc,2103,488000,M,2,B,113.45,100
2604,ADI,Analog Devices Inc,2204,473000,M,2,S,76.45,0
2605,ADP,Automatic Data Processing Inc,3105,926000,M,3,B,99.8,0
2606,ADSK,Autodesk Inc,1206,203000,M,1,S,81.15,0
2607,AKAM,Akamai Technologies Inc,3107,668000,M,3,B,74.84,0
2608,ALXN,Alexion Pharmaceuticals Inc,3108,624000,M,3,B,141.4,100
2609,AMAT,Applied Materials Inc,3109,577000,M,3,B,35.04,0
2610,AMGN,Amgen Inc,3110,128000,M,3,B,160.55,0
2611,AMZN,Amazon.com Inc,2111,301000,M,2,B,832.28,0
2612,ATVI,Activision Blizzard Inc,2212,183000,M,2,S,40.56,50
2613,AVGO,Broadcom Ltd,1113,532000,M,1,B,203.82,0
2614,BBBY,Bed Bath & Beyond Inc,2214,439000,M,2,S,39.97,0
2615,BIDU,Baidu Inc,1115,1000000,M,1,B,173.85,0
2616,BIIB,Biogen Inc,1116,995000,M,1,B,285.44,50
2617,BMRN,Biomarin Pharmaceutical Inc,3117,485000,M,3,B,88.93,0
2618,CA,CA Inc,2218,326000,M,2,S,31.12,0
2619,CELG,Celgene Corp,1119,798000,M,1,B,117.15,0
2620,CERN,Cerner Corp,1220,855000,M,1,S,57.98,0
2621,CHKP,Check Point Software Technologies Ltd,3221,342000,M,3,S,98.19,0
2622,CHTR,Charter Communications Inc,2122,810000,M,2,B,321.89,50
2623,CMCSA,Comcast Corp,1123,728000,M,1,B,75.82,0
2624,COST,Costco Wholesale Corp,1124,342000,M,1,B,161.81,0
2625,CSCO,Cisco Systems Inc,1125,710000,M,1,B,30.74,0
2626,CSX,CSX Corp,1226,952000,M,1,S,43.06,100
2627,CTRP,Ctrip.Com International Ltd,3227,204000,M,3,S,43.23,100
2628,CTSH,Cognizant Technology Solutions Corp,1128,530000,M,1,B,52.75,100
2629,CTXS,Citrix Systems Inc,3129,173000,M,3,B,71.36,0
2630,DISCA,Discovery Communications Inc,1130,998000,M,1,B,28.06,0
2631,DISCK,Discovery Communications Inc,2131,236000,M,2,B,27.47,50
2632,DISH,DISH Network Corp,2132,987000,M,2,B,61.35,0
2633,DLTR,Dollar Tree Inc,2133,337000,M,2,B,76.52,100
2634,EA,Electronic Arts,3234,156000,M,3,S,83.21,0
2635,EBAY,eBay Inc,2235,620000,M,2,S,32.54,0
2636,ESRX,Express Scripts Holding Co,3236,239000,M,3,S,69.2,100
2637,EXPE,Expedia Inc,1237,519000,M,1,S,117.96,0
2638,FAST,Fastenal Co,2238,976000,M,2,S,50.02,0
2639,FB,Facebook,3139,593000,M,3,B,133.38,0
2640,FISV,Fiserv Inc,2240,519000,M,2,S,105.45,0
2641,FOX,21st Century Fox Class B,1141,968000,M,1,B,31.39,100
2642,FOXA,21st Century Fox Class A,3242,861000,M,3,S,32.0,0
2643,GILD,Gilead Sciences Inc,3143,464000,M,3,B,72.71,50
2644,GOOG,Alphabet Class C,1244,443000,M,1,S,795.92,0
2645,GOOGL,Alphabet Class A,2145,604000,M,2,B,815.12,50
2646,HSIC,Henry Schein Inc,2146,286000,M,2,B,159.85,0
2647,ILMN,Illumina Inc,2147,881000,M,2,B,161.89,0
2648,INCY,Incyte Corp,3148,689000,M,3,B,124.37,0
2649,INTC,Intel Corp,3249,251000,M,3,S,36.37,0
2650,INTU,Intuit Inc,2150,187000,M,2,B,124.68,0
2651,ISRG,Intuitive Surgical Inc,3251,794000,M,3,S,694.28,0
2652,AAL,American Airlines Group Inc,3101,411000,M,3,B,44.18,0
2653,AAPL,Apple Inc,3102,774000,M,3,B,128.97,0
2654,ADBE,Adobe Systems Inc,1203,612000,M,1,S,106.44,0
2655,ADI,Analog Devices Inc,3104,154000,M,3,B,76.27,100
2656,ADP,Automatic Data Processing Inc,2205,444000,M,2,S,95.33,100
2657,ADSK,Autodesk Inc,1206,267000,M,1,S,81.31,0
2658,AKAM,Akamai Technologies Inc,3107,753000,M,3,B,68.79,0
2659,ALXN,Alexion Pharmaceuticals Inc,2208,335000,M,2,S,141.6,50
2660,AMAT,Applied Materials Inc,2209,959000,M,2,S,35.21,0
2661,AMGN,Amgen Inc,1110,450000,M,1,B,159.55,0
2662,AMZN,Amazon.com Inc,3111,872000,M,3,B,832.24,0
